Description,Nutrient Name,Published Date,Unit Name,Value
Asparagus,Lutein + zeaxanthin,4/1/2019,UG,710
Asparagus,Niacin,4/1/2019,MG,0.978
Asparagus,Pantothenic acid,4/1/2019,MG,0.274
Asparagus,Vitamin B-6,4/1/2019,MG,0.091
Asparagus,Protein,4/1/2020,G,2.2
Asparagus,Total lipid (fat),4/1/2020,G,0.12
Asparagus,"Carbohydrate, by difference",4/1/2020,G,3.88
Asparagus,Energy,4/1/2020,KCAL,20
Asparagus,"Alcohol, ethyl",4/1/2020,G,0
Asparagus,Water,4/1/2020,G,93.22
Asparagus,Caffeine,4/1/2020,MG,0
Asparagus,Theobromine,4/1/2020,MG,0
Asparagus,"Sugars, total including NLEA",4/1/2020,G,1.88
Asparagus,"Fiber, total dietary",4/1/2020,G,2.1
Asparagus,"Calcium, Ca",4/1/2020,MG,24
Asparagus,"Iron, Fe",4/1/2020,MG,2.14
Asparagus,"Magnesium, Mg",4/1/2020,MG,14
Asparagus,"Phosphorus, P",4/1/2020,MG,52
Asparagus,"Potassium, K",4/1/2020,MG,202
Asparagus,"Sodium, Na",4/1/2020,MG,2
Asparagus,"Zinc, Zn",4/1/2020,MG,0.54
Asparagus,"Copper, Cu",4/1/2020,MG,0.189
Asparagus,"Selenium, Se",4/1/2020,UG,2.3
Asparagus,Retinol,4/1/2020,UG,0
Asparagus,"Vitamin A, RAE",4/1/2020,UG,38
Asparagus,"Carotene, beta",4/1/2020,UG,449
Asparagus,"Carotene, alpha",4/1/2020,UG,9
Asparagus,Vitamin E (alpha-tocopherol),4/1/2020,MG,1.13
Asparagus,Vitamin D (D2 + D3),4/1/2020,UG,0
Asparagus,"Cryptoxanthin, beta",4/1/2020,UG,0
Asparagus,Lycopene,4/1/2020,UG,0
Asparagus,Lutein + zeaxanthin,4/1/2020,UG,710
Asparagus,"Vitamin C, total ascorbic acid",4/1/2020,MG,5.6
Asparagus,Thiamin,4/1/2020,MG,0.143
Asparagus,Riboflavin,4/1/2020,MG,0.141
Asparagus,Niacin,4/1/2020,MG,0.978
Asparagus,Vitamin B-6,4/1/2020,MG,0.091
Asparagus,"Folate, total",4/1/2020,UG,52
Asparagus,Vitamin B-12,4/1/2020,UG,0
Asparagus,"Choline, total",4/1/2020,MG,16
Asparagus,Vitamin K (phylloquinone),4/1/2020,UG,41.6
Asparagus,Folic acid,4/1/2020,UG,0
Asparagus,"Folate, food",4/1/2020,UG,52
Asparagus,"Folate, DFE",4/1/2020,UG,52
Asparagus,"Vitamin E, added",4/1/2020,MG,0
Asparagus,"Vitamin B-12, added",4/1/2020,UG,0
Asparagus,Cholesterol,4/1/2020,MG,0
Asparagus,"Fatty acids, total saturated",4/1/2020,G,0.04
Asparagus,"Fatty acids, total monounsaturated",4/1/2020,G,0
Asparagus,"Fatty acids, total polyunsaturated",4/1/2020,G,0.05
Avocado,Protein,4/1/2020,G,2
Avocado,Total lipid (fat),4/1/2020,G,14.66
Avocado,"Carbohydrate, by difference",4/1/2020,G,8.53
Avocado,Energy,4/1/2020,KCAL,160
Avocado,"Alcohol, ethyl",4/1/2020,G,0
Avocado,Water,4/1/2020,G,73.23
Avocado,Caffeine,4/1/2020,MG,0
Avocado,Theobromine,4/1/2020,MG,0
Avocado,"Sugars, total including NLEA",4/1/2020,G,0.66
Avocado,"Fiber, total dietary",4/1/2020,G,6.7
Avocado,"Calcium, Ca",4/1/2020,MG,12
Avocado,"Iron, Fe",4/1/2020,MG,0.55
Avocado,"Magnesium, Mg",4/1/2020,MG,29
Avocado,"Phosphorus, P",4/1/2020,MG,52
Avocado,"Potassium, K",4/1/2020,MG,485
Avocado,"Sodium, Na",4/1/2020,MG,7
Avocado,"Zinc, Zn",4/1/2020,MG,0.64
Avocado,"Copper, Cu",4/1/2020,MG,0.19
Avocado,"Selenium, Se",4/1/2020,UG,0.4
Avocado,Retinol,4/1/2020,UG,0
Avocado,"Vitamin A, RAE",4/1/2020,UG,7
Avocado,"Carotene, beta",4/1/2020,UG,62
Avocado,"Carotene, alpha",4/1/2020,UG,24
Avocado,Vitamin E (alpha-tocopherol),4/1/2020,MG,2.07
Avocado,Vitamin D (D2 + D3),4/1/2020,UG,0
Avocado,"Cryptoxanthin, beta",4/1/2020,UG,28
Avocado,Lycopene,4/1/2020,UG,0
Avocado,Lutein + zeaxanthin,4/1/2020,UG,271
Avocado,"Vitamin C, total ascorbic acid",4/1/2020,MG,10
Avocado,Thiamin,4/1/2020,MG,0.067
Avocado,Riboflavin,4/1/2020,MG,0.13
Avocado,Niacin,4/1/2020,MG,1.738
Avocado,Vitamin B-6,4/1/2020,MG,0.257
Avocado,"Folate, total",4/1/2020,UG,81
Avocado,Vitamin B-12,4/1/2020,UG,0
Avocado,"Choline, total",4/1/2020,MG,14.2
Avocado,Vitamin K (phylloquinone),4/1/2020,UG,21
Avocado,Folic acid,4/1/2020,UG,0
Avocado,"Folate, food",4/1/2020,UG,81
Avocado,"Folate, DFE",4/1/2020,UG,81
Avocado,"Vitamin E, added",4/1/2020,MG,0
Avocado,"Vitamin B-12, added",4/1/2020,UG,0
Avocado,Cholesterol,4/1/2020,MG,0
Avocado,"Fatty acids, total saturated",4/1/2020,G,2.126
Avocado,"Fatty acids, total monounsaturated",4/1/2020,G,9.799
Avocado,"Fatty acids, total polyunsaturated",4/1/2020,G,1.816
Banana,Protein,4/1/2020,G,1.09
Banana,Total lipid (fat),4/1/2020,G,0.33
Banana,"Carbohydrate, by difference",4/1/2020,G,22.84
Banana,Energy,4/1/2020,KCAL,89
Banana,"Alcohol, ethyl",4/1/2020,G,0
Banana,Water,4/1/2020,G,74.91
Banana,Caffeine,4/1/2020,MG,0
Banana,Theobromine,4/1/2020,MG,0
Banana,"Sugars, total including NLEA",4/1/2020,G,12.23
Banana,"Fiber, total dietary",4/1/2020,G,2.6
Banana,"Calcium, Ca",4/1/2020,MG,5
Banana,"Iron, Fe",4/1/2020,MG,0.26
Banana,"Magnesium, Mg",4/1/2020,MG,27
Banana,"Phosphorus, P",4/1/2020,MG,22
Banana,"Potassium, K",4/1/2020,MG,358
Banana,"Sodium, Na",4/1/2020,MG,1
Banana,"Zinc, Zn",4/1/2020,MG,0.15
Banana,"Copper, Cu",4/1/2020,MG,0.078
Banana,"Selenium, Se",4/1/2020,UG,1
Banana,Retinol,4/1/2020,UG,0
Banana,"Vitamin A, RAE",4/1/2020,UG,3
Banana,"Carotene, beta",4/1/2020,UG,26
Banana,"Carotene, alpha",4/1/2020,UG,25
Banana,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.1
Banana,Vitamin D (D2 + D3),4/1/2020,UG,0
Banana,"Cryptoxanthin, beta",4/1/2020,UG,0
Banana,Lycopene,4/1/2020,UG,0
Banana,Lutein + zeaxanthin,4/1/2020,UG,22
Banana,"Vitamin C, total ascorbic acid",4/1/2020,MG,8.7
Banana,Thiamin,4/1/2020,MG,0.031
Banana,Riboflavin,4/1/2020,MG,0.073
Banana,Niacin,4/1/2020,MG,0.665
Banana,Vitamin B-6,4/1/2020,MG,0.367
Banana,"Folate, total",4/1/2020,UG,20
Banana,Vitamin B-12,4/1/2020,UG,0
Banana,"Choline, total",4/1/2020,MG,9.8
Banana,Vitamin K (phylloquinone),4/1/2020,UG,0.5
Banana,Folic acid,4/1/2020,UG,0
Banana,"Folate, food",4/1/2020,UG,20
Banana,"Folate, DFE",4/1/2020,UG,20
Banana,"Vitamin E, added",4/1/2020,MG,0
Banana,"Vitamin B-12, added",4/1/2020,UG,0
Banana,Cholesterol,4/1/2020,MG,0
Banana,"Fatty acids, total saturated",4/1/2020,G,0.112
Banana,"Fatty acids, total monounsaturated",4/1/2020,G,0.032
Banana,"Fatty acids, total polyunsaturated",4/1/2020,G,0.073
Bananas,Folic acid,4/1/2019,UG,0
Bananas,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Bananas,"Alcohol, ethyl",4/1/2019,G,0
Bananas,"Fatty acids, total saturated",4/1/2019,G,0.112
Bananas,Energy,4/1/2019,kJ,371
Bananas,"Vitamin A, IU",4/1/2019,IU,64
Bananas,"Vitamin A, RAE",4/1/2019,UG,3
Bananas,"Folate, food",4/1/2019,UG,20
Bananas,"Fluoride, F",4/1/2019,UG,2.2
Bananas,"Choline, total",4/1/2019,MG,9.8
Bananas,"Fatty acids, total monounsaturated",4/1/2019,G,0.032
Bananas,"Fatty acids, total polyunsaturated",4/1/2019,G,0.073
Bananas,"Carbohydrate, by difference",4/1/2019,G,22.84
Bananas,Energy,4/1/2019,KCAL,89
Bananas,"Folate, DFE",4/1/2019,UG,20
Bananas,Betaine,4/1/2019,MG,0.1
Bananas,Retinol,4/1/2019,UG,0
Bananas,"Fatty acids, total trans",4/1/2019,G,0
Bananas,Vitamin B-12,4/1/2019,UG,0
Bananas,Cholesterol,4/1/2019,MG,0
Bananas,Phytosterols,4/1/2019,MG,16
Bananas,"Vitamin B-12, added",4/1/2019,UG,0
Bananas,"Vitamin E, added",4/1/2019,MG,0
Bananas,Caffeine,4/1/2019,MG,0
Bananas,Theobromine,4/1/2019,MG,0
Bananas,Vitamin D (D2 + D3),4/1/2019,UG,0
Bananas,Vitamin K (Dihydrophylloquinone),4/1/2019,UG,0
Bananas,Vitamin K (phylloquinone),4/1/2019,UG,0.5
Bananas,"Cryptoxanthin, beta",4/1/2019,UG,0
Bananas,Lycopene,4/1/2019,UG,0
Bananas,"Tocopherol, delta",4/1/2019,MG,0.01
Bananas,"Tocotrienol, gamma",4/1/2019,MG,0
Bananas,"Tocotrienol, delta",4/1/2019,MG,0
Bananas,"Vitamin C, total ascorbic acid",4/1/2019,MG,8.7
Bananas,Thiamin,4/1/2019,MG,0.031
Bananas,Riboflavin,4/1/2019,MG,0.073
Bananas,"Folate, total",4/1/2019,UG,20
Bananas,Tryptophan,4/1/2019,G,0.009
Bananas,Threonine,4/1/2019,G,0.028
Bananas,Methionine,4/1/2019,G,0.008
Bananas,Phenylalanine,4/1/2019,G,0.049
Bananas,Tyrosine,4/1/2019,G,0.009
Bananas,Alanine,4/1/2019,G,0.04
Bananas,Glutamic acid,4/1/2019,G,0.152
Bananas,Glycine,4/1/2019,G,0.038
Bananas,Proline,4/1/2019,G,0.028
Bananas,"Carotene, beta",4/1/2019,UG,26
Bananas,"Carotene, alpha",4/1/2019,UG,25
Bananas,Galactose,4/1/2019,G,0
Bananas,"Fiber, total dietary",4/1/2019,G,2.6
Bananas,"Iron, Fe",4/1/2019,MG,0.26
Bananas,"Magnesium, Mg",4/1/2019,MG,27
Bananas,"Phosphorus, P",4/1/2019,MG,22
Bananas,"Sodium, Na",4/1/2019,MG,1
Bananas,"Copper, Cu",4/1/2019,MG,0.078
Bananas,"Manganese, Mn",4/1/2019,MG,0.27
Bananas,Protein,4/1/2019,G,1.09
Bananas,Ash,4/1/2019,G,0.82
Bananas,Starch,4/1/2019,G,5.38
Bananas,Fructose,4/1/2019,G,4.85
Bananas,Lactose,4/1/2019,G,0
Bananas,"Sugars, total including NLEA",4/1/2019,G,12.23
Bananas,"Calcium, Ca",4/1/2019,MG,5
Bananas,"Potassium, K",4/1/2019,MG,358
Bananas,"Zinc, Zn",4/1/2019,MG,0.15
Bananas,Sucrose,4/1/2019,G,2.39
Bananas,Glucose (dextrose),4/1/2019,G,4.98
Bananas,Maltose,4/1/2019,G,0.01
Bananas,Water,4/1/2019,G,74.91
Bananas,Total lipid (fat),4/1/2019,G,0.33
Bananas,Isoleucine,4/1/2019,G,0.028
Bananas,Leucine,4/1/2019,G,0.068
Bananas,Lysine,4/1/2019,G,0.05
Bananas,Cystine,4/1/2019,G,0.009
Bananas,Valine,4/1/2019,G,0.047
Bananas,Arginine,4/1/2019,G,0.049
Bananas,Histidine,4/1/2019,G,0.077
Bananas,Aspartic acid,4/1/2019,G,0.124
Bananas,Serine,4/1/2019,G,0.04
Bananas,Lutein + zeaxanthin,4/1/2019,UG,22
Bananas,"Tocopherol, beta",4/1/2019,MG,0
Bananas,"Tocopherol, gamma",4/1/2019,MG,0.02
Bananas,"Tocotrienol, alpha",4/1/2019,MG,0.06
Bananas,"Tocotrienol, beta",4/1/2019,MG,0
Bananas,Niacin,4/1/2019,MG,0.665
Bananas,Pantothenic acid,4/1/2019,MG,0.334
Bananas,Vitamin B-6,4/1/2019,MG,0.367
Bananas,"Selenium, Se",4/1/2019,UG,1
Bananas,Vitamin E (alpha-tocopherol),4/1/2019,MG,0.1
Basil,Protein,4/1/2020,G,3.15
Basil,Total lipid (fat),4/1/2020,G,0.64
Basil,"Carbohydrate, by difference",4/1/2020,G,2.65
Basil,Energy,4/1/2020,KCAL,23
Basil,"Alcohol, ethyl",4/1/2020,G,0
Basil,Water,4/1/2020,G,92.06
Basil,Caffeine,4/1/2020,MG,0
Basil,Theobromine,4/1/2020,MG,0
Basil,"Sugars, total including NLEA",4/1/2020,G,0.3
Basil,"Fiber, total dietary",4/1/2020,G,1.6
Basil,"Calcium, Ca",4/1/2020,MG,177
Basil,"Iron, Fe",4/1/2020,MG,3.17
Basil,"Magnesium, Mg",4/1/2020,MG,64
Basil,"Phosphorus, P",4/1/2020,MG,56
Basil,"Potassium, K",4/1/2020,MG,295
Basil,"Sodium, Na",4/1/2020,MG,4
Basil,"Zinc, Zn",4/1/2020,MG,0.81
Basil,"Copper, Cu",4/1/2020,MG,0.385
Basil,"Selenium, Se",4/1/2020,UG,0.3
Basil,Retinol,4/1/2020,UG,0
Basil,"Vitamin A, RAE",4/1/2020,UG,264
Basil,"Carotene, beta",4/1/2020,UG,3142
Basil,"Carotene, alpha",4/1/2020,UG,0
Basil,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.8
Basil,Vitamin D (D2 + D3),4/1/2020,UG,0
Basil,"Cryptoxanthin, beta",4/1/2020,UG,46
Basil,Lycopene,4/1/2020,UG,0
Basil,Lutein + zeaxanthin,4/1/2020,UG,5650
Basil,"Vitamin C, total ascorbic acid",4/1/2020,MG,18
Basil,Thiamin,4/1/2020,MG,0.034
Basil,Riboflavin,4/1/2020,MG,0.076
Basil,Niacin,4/1/2020,MG,0.902
Basil,Vitamin B-6,4/1/2020,MG,0.155
Basil,"Folate, total",4/1/2020,UG,68
Basil,Vitamin B-12,4/1/2020,UG,0
Basil,"Choline, total",4/1/2020,MG,11.4
Basil,Vitamin K (phylloquinone),4/1/2020,UG,414.8
Basil,Folic acid,4/1/2020,UG,0
Basil,"Folate, food",4/1/2020,UG,68
Basil,"Folate, DFE",4/1/2020,UG,68
Basil,"Vitamin E, added",4/1/2020,MG,0
Basil,"Vitamin B-12, added",4/1/2020,UG,0
Basil,Cholesterol,4/1/2020,MG,0
Basil,"Fatty acids, total saturated",4/1/2020,G,0.041
Basil,"Fatty acids, total monounsaturated",4/1/2020,G,0.088
Basil,"Fatty acids, total polyunsaturated",4/1/2020,G,0.389
Beets,Protein,4/1/2020,G,1.61
Beets,Total lipid (fat),4/1/2020,G,0.17
Beets,"Carbohydrate, by difference",4/1/2020,G,9.56
Beets,Energy,4/1/2020,KCAL,43
Beets,"Alcohol, ethyl",4/1/2020,G,0
Beets,Water,4/1/2020,G,87.58
Beets,Caffeine,4/1/2020,MG,0
Beets,Theobromine,4/1/2020,MG,0
Beets,"Sugars, total including NLEA",4/1/2020,G,6.76
Beets,"Fiber, total dietary",4/1/2020,G,2.8
Beets,"Calcium, Ca",4/1/2020,MG,16
Beets,"Iron, Fe",4/1/2020,MG,0.8
Beets,"Magnesium, Mg",4/1/2020,MG,23
Beets,"Phosphorus, P",4/1/2020,MG,40
Beets,"Potassium, K",4/1/2020,MG,325
Beets,"Sodium, Na",4/1/2020,MG,78
Beets,"Zinc, Zn",4/1/2020,MG,0.35
Beets,"Copper, Cu",4/1/2020,MG,0.075
Beets,"Selenium, Se",4/1/2020,UG,0.7
Beets,Retinol,4/1/2020,UG,0
Beets,"Vitamin A, RAE",4/1/2020,UG,2
Beets,"Carotene, beta",4/1/2020,UG,20
Beets,"Carotene, alpha",4/1/2020,UG,0
Beets,Vitamin E (alpha-tocopherol),4/1/2020,MG,0.04
Beets,Vitamin D (D2 + D3),4/1/2020,UG,0
Beets,"Cryptoxanthin, beta",4/1/2020,UG,0
Beets,Lycopene,4/1/2020,UG,0
Beets,Lutein + zeaxanthin,4/1/2020,UG,0
Beets,"Vitamin C, total ascorbic acid",4/1/2020,MG,4.9
Beets,Thiamin,4/1/2020,MG,0.031
Beets,Riboflavin,4/1/2020,MG,0.04
Beets,Niacin,4/1/2020,MG,0.334
Beets,Vitamin B-6,4/1/2020,MG,0.067
Beets,"Folate, total",4/1/2020,UG,109
Beets,Vitamin B-12,4/1/2020,UG,0
Beets,"Choline, total",4/1/2020,MG,6
Beets,Vitamin K (phylloquinone),4/1/2020,UG,0.2
Beets,Folic acid,4/1/2020,UG,0
Beets,"Folate, food",4/1/2020,UG,109
Beets,"Folate, DFE",4/1/2020,UG,109
Beets,"Vitamin E, added",4/1/2020,MG,0
Beets,"Vitamin B-12, added",4/1/2020,UG,0
Beets,Cholesterol,4/1/2020,MG,0
Beets,"Fatty acids, total saturated",4/1/2020,G,0.027
Beets,"Fatty acids, total monounsaturated",4/1/2020,G,0.032
Beets,"Fatty acids, total polyunsaturated",4/1/2020,G,0.06
Beets,Folic acid,4/1/2019,UG,0
Beets,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Beets,"Folate, food",4/1/2019,UG,109
Beets,"Fatty acids, total saturated",4/1/2019,G,0.027
Beets,Energy,4/1/2019,kJ,180
Beets,"Fiber, total dietary",4/1/2019,G,2.8
Beets,"Vitamin A, RAE",4/1/2019,UG,2
Beets,"Vitamin A, IU",4/1/2019,IU,33
Beets,"Choline, total",4/1/2019,MG,6
Beets,"Folate, DFE",4/1/2019,UG,109
Beets,Betaine,4/1/2019,MG,128.7
Beets,"Fatty acids, total monounsaturated",4/1/2019,G,0.032
Beets,"Fatty acids, total polyunsaturated",4/1/2019,G,0.06
Beets,"Carbohydrate, by difference",4/1/2019,G,9.56
Beets,Energy,4/1/2019,KCAL,43
Beets,"Alcohol, ethyl",4/1/2019,G,0
Beets,Retinol,4/1/2019,UG,0
Beets,"Fatty acids, total trans",4/1/2019,G,0
Beets,Water,4/1/2019,G,87.58
Beets,"Calcium, Ca",4/1/2019,MG,16
Beets,"Potassium, K",4/1/2019,MG,325
Beets,"Zinc, Zn",4/1/2019,MG,0.35
Beets,Isoleucine,4/1/2019,G,0.048
Beets,Leucine,4/1/2019,G,0.068
Beets,Lysine,4/1/2019,G,0.058
Beets,Cystine,4/1/2019,G,0.019
Beets,Valine,4/1/2019,G,0.056
Beets,Arginine,4/1/2019,G,0.042
Beets,Histidine,4/1/2019,G,0.021
Beets,Aspartic acid,4/1/2019,G,0.116
Beets,Serine,4/1/2019,G,0.059
Beets,Niacin,4/1/2019,MG,0.334
Beets,Pantothenic acid,4/1/2019,MG,0.155
Beets,Vitamin B-6,4/1/2019,MG,0.067
Beets,Total lipid (fat),4/1/2019,G,0.17
Beets,"Vitamin C, total ascorbic acid",4/1/2019,MG,4.9
Beets,Thiamin,4/1/2019,MG,0.031
Beets,Riboflavin,4/1/2019,MG,0.04
Beets,"Folate, total",4/1/2019,UG,109
Beets,Protein,4/1/2019,G,1.61
Beets,Ash,4/1/2019,G,1.08
Beets,"Iron, Fe",4/1/2019,MG,0.8
Beets,"Magnesium, Mg",4/1/2019,MG,23
Beets,"Phosphorus, P",4/1/2019,MG,40
Beets,"Sodium, Na",4/1/2019,MG,78
Beets,"Copper, Cu",4/1/2019,MG,0.075
Beets,"Manganese, Mn",4/1/2019,MG,0.329
Beets,Cholesterol,4/1/2019,MG,0
Beets,Vitamin B-12,4/1/2019,UG,0
Beets,Tryptophan,4/1/2019,G,0.019
Beets,Threonine,4/1/2019,G,0.047
Beets,Methionine,4/1/2019,G,0.018
Beets,Phenylalanine,4/1/2019,G,0.046
Beets,Tyrosine,4/1/2019,G,0.038
Beets,Alanine,4/1/2019,G,0.06
Beets,Glutamic acid,4/1/2019,G,0.428
Beets,Glycine,4/1/2019,G,0.031
Beets,Proline,4/1/2019,G,0.042
Beets,Phytosterols,4/1/2019,MG,25
Beets,Lutein + zeaxanthin,4/1/2019,UG,0
Beets,Vitamin E (alpha-tocopherol),4/1/2019,MG,0.04
Beets,Caffeine,4/1/2019,MG,0
Beets,Theobromine,4/1/2019,MG,0
Beets,"Sugars, total including NLEA",4/1/2019,G,6.76
Beets,"Cryptoxanthin, beta",4/1/2019,UG,0
Beets,Lycopene,4/1/2019,UG,0
Beets,"Carotene, beta",4/1/2019,UG,20
Beets,"Carotene, alpha",4/1/2019,UG,0
Beets,Vitamin K (phylloquinone),4/1/2019,UG,0.2
Beets,"Vitamin E, added",4/1/2019,MG,0
Beets,"Vitamin B-12, added",4/1/2019,UG,0
Beets,Vitamin D (D2 + D3),4/1/2019,UG,0
Beets,"Selenium, Se",4/1/2019,UG,0.7
Blackberries,Folic acid,4/1/2019,UG,0
Blackberries,"Zinc, Zn",4/1/2019,MG,0.53
Blackberries,"Selenium, Se",4/1/2019,UG,0.4
Blackberries,Vitamin E (alpha-tocopherol),4/1/2019,MG,1.17
Blackberries,Theobromine,4/1/2019,MG,0
Blackberries,"Sugars, total including NLEA",4/1/2019,G,4.88
Blackberries,"Calcium, Ca",4/1/2019,MG,29
Blackberries,Lutein + zeaxanthin,4/1/2019,UG,118
Blackberries,"Tocopherol, beta",4/1/2019,MG,0.04
Blackberries,"Tocopherol, gamma",4/1/2019,MG,1.34
Blackberries,"Tocotrienol, alpha",4/1/2019,MG,0
Blackberries,"Tocotrienol, beta",4/1/2019,MG,0
Blackberries,Niacin,4/1/2019,MG,0.646
Blackberries,Pantothenic acid,4/1/2019,MG,0.276
Blackberries,Vitamin B-6,4/1/2019,MG,0.03
Blackberries,Total lipid (fat),4/1/2019,G,0.49
Blackberries,Sucrose,4/1/2019,G,0.07
Blackberries,Glucose (dextrose),4/1/2019,G,2.31
Blackberries,Maltose,4/1/2019,G,0.07
Blackberries,Water,4/1/2019,G,88.15
Blackberries,Caffeine,4/1/2019,MG,0
Blackberries,Protein,4/1/2019,G,1.39
Blackberries,Ash,4/1/2019,G,0.37
Blackberries,Starch,4/1/2019,G,0
Blackberries,Fructose,4/1/2019,G,2.4
Blackberries,Lactose,4/1/2019,G,0
Blackberries,"Alcohol, ethyl",4/1/2019,G,0
Blackberries,Galactose,4/1/2019,G,0.03
Blackberries,"Fiber, total dietary",4/1/2019,G,5.3
Blackberries,"Iron, Fe",4/1/2019,MG,0.62
Blackberries,"Magnesium, Mg",4/1/2019,MG,20
Blackberries,"Phosphorus, P",4/1/2019,MG,22
Blackberries,"Copper, Cu",4/1/2019,MG,0.165
Blackberries,"Manganese, Mn",4/1/2019,MG,0.646
Blackberries,"Vitamin A, IU",4/1/2019,IU,214
Blackberries,"Vitamin A, RAE",4/1/2019,UG,11
Blackberries,"Carotene, beta",4/1/2019,UG,128
Blackberries,"Carotene, alpha",4/1/2019,UG,0
Blackberries,"Cryptoxanthin, beta",4/1/2019,UG,0
Blackberries,Lycopene,4/1/2019,UG,0
Blackberries,"Tocopherol, delta",4/1/2019,MG,0.9
Blackberries,"Tocotrienol, gamma",4/1/2019,MG,0
Blackberries,"Tocotrienol, delta",4/1/2019,MG,0
Blackberries,Thiamin,4/1/2019,MG,0.02
Blackberries,Riboflavin,4/1/2019,MG,0.026
Blackberries,"Folate, total",4/1/2019,UG,25
Blackberries,Vitamin K (Dihydrophylloquinone),4/1/2019,UG,0
Blackberries,Vitamin K (phylloquinone),4/1/2019,UG,19.8
Blackberries,"Vitamin D (D2 + D3), International Units",4/1/2019,IU,0
Blackberries,"Carbohydrate, by difference",4/1/2019,G,9.61
Blackberries,Energy,4/1/2019,KCAL,43
Blackberries,"Folate, DFE",4/1/2019,UG,25
Blackberries,Betaine,4/1/2019,MG,0.3
Blackberries,"Fatty acids, total monounsaturated",4/1/2019,G,0.047
Blackberries,"Fatty acids, total polyunsaturated",4/1/2019,G,0.28
Blackberries,"Choline, total",4/1/2019,MG,8.5
Blackberries,"Fatty acids, total saturated",4/1/2019,G,0.014
Blackberries,"Folate, food",4/1/2019,UG,25
Blackberries,Energy,4/1/2019,kJ,181
Blackberries,"Sodium, Na",4/1/2019,MG,1
Blackberries,"Potassium, K",4/1/2019,MG,162
Blackberries,Retinol,4/1/2019,UG,0
Blackberries,"Fatty acids, total trans",4/1/2019,G,0
Blackberries,Cholesterol,4/1/2019,MG,0
Blackberries,"Vitamin C, total ascorbic acid",4/1/2019,MG,21
Blackberries,Vitamin B-12,4/1/2019,UG,0
Blackberries,"Vitamin B-12, added",4/1/2019,UG,0
Blackberries,"Vitamin E, added",4/1/2019,MG,0
Blackberries,Vitamin D (D2 + D3),4/1/2019,UG,0
Blackberries,Protein,4/1/2020,G,1.39
Blackberries,Total lipid (fat),4/1/2020,G,0.49
Blackberries,"Carbohydrate, by difference",4/1/2020,G,9.61
Blackberries,Energy,4/1/2020,KCAL,43
Blackberries,"Alcohol, ethyl",4/1/2020,G,0
Blackberries,Water,4/1/2020,G,88.15
Blackberries,Caffeine,4/1/2020,MG,0
Blackberries,Theobromine,4/1/2020,MG,0
Blackberries,"Sugars, total including NLEA",4/1/2020,G,4.88
Blackberries,"Fiber, total dietary",4/1/2020,G,5.3
Blackberries,"Calcium, Ca",4/1/2020,MG,29
Blackberries,"Iron, Fe",4/1/2020,MG,0.62
Blackberries,"Magnesium, Mg",4/1/2020,MG,20
Blackberries,"Phosphorus, P",4/1/2020,MG,22
Blackberries,"Potassium, K",4/1/2020,MG,162
Blackberries,"Sodium, Na",4/1/2020,MG,1
Blackberries,"Zinc, Zn",4/1/2020,MG,0.53
Blackberries,"Copper, Cu",4/1/2020,MG,0.165
Blackberries,"Selenium, Se",4/1/2020,UG,0.4
Blackberries,Retinol,4/1/2020,UG,0
Blackberries,"Vitamin A, RAE",4/1/2020,UG,11
Blackberries,"Carotene, beta",4/1/2020,UG,128
Blackberries,"Carotene, alpha",4/1/2020,UG,0
Blackberries,Vitamin E (alpha-tocopherol),4/1/2020,MG,1.17
Blackberries,Vitamin D (D2 + D3),4/1/2020,UG,0
Blackberries,"Cryptoxanthin, beta",4/1/2020,UG,0
Blackberries,Lycopene,4/1/2020,UG,0
Blackberries,Lutein + zeaxanthin,4/1/2020,UG,118
Blackberries,"Vitamin C, total ascorbic acid",4/1/2020,MG,21
Blackberries,Thiamin,4/1/2020,MG,0.02
Blackberries,Riboflavin,4/1/2020,MG,0.026
Blackberries,Niacin,4/1/2020,MG,0.646
Blackberries,Vitamin B-6,4/1/2020,MG,0.03
Blackberries,"Folate, total",4/1/2020,UG,25
Blackberries,Vitamin B-12,4/1/2020,UG,0
Blackberries,"Choline, total",4/1/2020,MG,8.5
Blackberries,Vitamin K (phylloquinone),4/1/2020,UG,19.8
Blackberries,Folic acid,4/1/2020,UG,0
Blackberries,"Folate, food",4/1/2020,UG,25
Blackberries,"Folate, DFE",4/1/2020,UG,25
Blackberries,"Vitamin E, added",4/1/2020,MG,0
Blackberries,"Vitamin B-12, added",4/1/2020,UG,0
Blackberries,Cholesterol,4/1/2020,MG,0
Blackberries,"Fatty acids, total saturated",4/1/2020,G,0.014
Blackberries,"Fatty acids, total monounsaturated",4/1/2020,G,0.047
Blackberries,"Fatty acids, total polyunsaturated",4/1/2020,G,0.28
Blueberries,Protein,4/1/2020,G,0.74
Blueberries,Total lipid (fat),4/1/2020,G,0.33
Blueberries,"Carbohydrate, by difference",4/1/2020,G,14.49
Blueberries,Energy,4/1/2020,KCAL,57
Blueberries,"Alcohol, ethyl",4/1/2020,G,0
Blueberries,Water,4/1/2020,G,84.21
Blueberries,Caffeine,4/1/2020,MG,0
